Date,RouteID,StopID,ScheduledArrival,ActualArrival,DelayMinutes,PassengerCount,Capacity,LoadFactor,DistanceKM,Weather,AnomalyFlag
2024-02-01,R001,S0500,2024-02-01 19:10:00,2024-02-01 19:05:00.000000000,9.86,57,70,0.81,10.0,Clear,1
2024-04-29,R008,S0426,2024-04-29 01:33:00,2024-04-29 01:55:04.303011720,22.07,72,70,1.03,11.74,Clear,0
2024-03-10,R048,S0044,2024-03-10 00:13:00,2024-03-10 00:16:35.523308160,41.48,58,70,0.83,11.09,Clear,1
2024-04-23,R050,S0109,2024-04-23 13:14:00,2024-04-23 13:28:27.946192620,14.47,79,70,1.13,7.66,Clear,0
2024-02-09,R013,S0098,2024-02-09 13:19:00,2024-02-09 13:32:13.331480160,13.22,48,60,0.8,11.16,Rain,0
2024-03-24,R015,S0445,2024-03-24 13:57:00,2024-03-24 14:08:26.837627640,11.45,79,70,1.13,5.85,Clear,0
2024-04-22,R044,S0081,2024-04-22 02:26:00,2024-04-22 02:28:43.312432380,2.72,75,70,1.07,5.87,Clear,0
2024-01-29,R008,S0218,2024-01-29 12:36:00,2024-01-29 12:45:15.613915920,9.26,61,80,0.76,3.47,Rain,0
2024-03-09,R010,S0149,2024-03-09 08:14:00,2024-03-09 08:16:34.876658580,2.58,37,50,0.74,11.6,Clear,0
2024-02-04,R046,S0076,2024-02-04 18:41:00,2024-02-04 18:36:00.000000000,32.68,25,50,0.5,7.4,Rain,1
2024-03-23,R005,S0592,2024-03-23 00:24:00,2024-03-23 00:25:21.739031940,1.36,42,60,0.7,9.92,Clear,0
2024-04-12,R050,S0564,2024-04-12 14:29:00,2024-04-12 14:42:00.261130980,13.0,38,50,0.76,8.15,Clear,0
2024-03-16,R019,S0063,2024-03-16 20:01:00,2024-03-16 20:16:38.882301240,15.65,43,80,0.54,7.21,Clear,0
2024-02-02,R047,S0596,2024-02-02 12:37:00,2024-02-02 12:52:41.194213380,15.69,6,80,0.08,8.53,Clear,0
2024-04-08,R038,S0394,2024-04-08 14:13:00,2024-04-08 14:17:50.538129360,4.84,22,70,0.31,6.56,Clear,0
2024-04-15,R011,S0503,2024-04-15 19:46:00,2024-04-15 20:03:40.949846760,17.68,37,50,0.74,2.43,Rain,0
2024-04-11,R043,S0367,2024-04-11 07:45:00,2024-04-11 07:40:13.821787140,-4.77,58,60,0.97,5.67,Clear,0
2024-04-21,R020,S0478,2024-04-21 07:54:00,2024-04-21 08:25:35.834859360,31.6,20,70,0.29,1.42,Clear,0
2024-02-15,R020,S0255,2024-02-15 14:34:00,2024-02-15 14:38:42.572886960,19.6,45,50,0.9,1.75,Rain,1
2024-03-12,R021,S0059,2024-03-12 01:17:00,2024-03-12 01:22:56.191095960,5.94,5,80,0.06,5.34,Clear,0
2024-04-11,R018,S0520,2024-04-11 05:52:00,2024-04-11 05:47:00.000000000,-5.0,63,60,1.05,11.55,Clear,0
2024-01-31,R050,S0389,2024-01-31 17:31:00,2024-01-31 17:31:18.011393580,0.3,68,80,0.85,8.21,Storm,0
2024-03-15,R010,S0588,2024-03-15 15:23:00,2024-03-15 15:35:06.069898680,12.1,7,60,0.12,10.88,Clear,0
2024-03-08,R034,S0426,2024-03-08 21:56:00,2024-03-08 22:06:10.378766820,10.17,73,80,0.91,0.88,Rain,0
2024-02-09,R026,S0590,2024-02-09 05:41:00,2024-02-09 05:36:00.000000000,-5.0,11,50,0.22,8.37,Rain,0
2024-03-09,R030,S0502,2024-03-09 18:10:00,2024-03-09 18:18:06.713914800,8.11,54,70,0.77,5.31,Clear,0
2024-02-11,R009,S0524,2024-02-11 09:19:00,2024-02-11 09:14:00.000000000,-5.0,52,50,1.04,8.49,Clear,0
2024-03-26,R046,S0280,2024-03-26 16:32:00,2024-03-26 16:49:17.852352600,17.3,73,70,1.04,11.27,Clear,0
2024-02-13,R031,S0045,2024-02-13 09:30:00,2024-02-13 09:47:26.134322100,17.44,18,50,0.36,6.07,Clear,0
2024-01-17,R042,S0565,2024-01-17 08:17:00,2024-01-17 08:12:00.000000000,-5.0,67,50,1.34,1.64,Rain,0
2024-01-20,R004,S0181,2024-01-20 09:28:00,2024-01-20 09:35:08.291076960,7.14,14,60,0.23,7.93,Clear,0
2024-04-16,R006,S0401,2024-04-16 14:26:00,2024-04-16 14:21:00.000000000,-5.0,28,80,0.35,10.4,Rain,0
2024-04-25,R014,S0374,2024-04-25 16:23:00,2024-04-25 16:23:32.419126439,0.54,71,50,1.42,7.25,Storm,0
2024-03-16,R004,S0234,2024-03-16 07:14:00,2024-03-16 07:21:30.906721620,7.52,17,70,0.24,10.63,Clear,0
2024-02-22,R026,S0186,2024-02-22 15:50:00,2024-02-22 15:56:02.665973640,6.04,20,60,0.33,1.57,Clear,0
2024-02-13,R047,S0075,2024-02-13 03:39:00,2024-02-13 03:47:06.595772160,8.11,19,60,0.32,1.21,Clear,0
2024-01-17,R048,S0591,2024-01-17 05:30:00,2024-01-17 05:36:48.490554180,6.81,7,80,0.09,1.96,Clear,0
2024-04-25,R039,S0233,2024-04-25 15:19:00,2024-04-25 15:27:38.457978720,8.64,14,80,0.18,11.95,Fog,0
2024-01-27,R017,S0168,2024-01-27 01:12:00,2024-01-27 01:10:46.133997360,-1.23,78,50,1.56,4.12,Clear,0
2024-01-23,R019,S0535,2024-01-23 17:31:00,2024-01-23 17:34:12.488989800,3.21,71,70,1.01,8.22,Rain,0
2024-04-27,R049,S0407,2024-04-27 15:05:00,2024-04-27 15:10:24.065031240,5.4,20,70,0.29,9.35,Clear,0
2024-02-27,R006,S0230,2024-02-27 04:53:00,2024-02-27 04:56:13.976160180,3.23,14,80,0.18,3.73,Clear,0
2024-03-09,R029,S0293,2024-03-09 09:52:00,2024-03-09 10:24:03.873315540,32.06,33,80,0.41,2.96,Clear,0
2024-04-22,R011,S0400,2024-04-22 17:07:00,2024-04-22 17:12:55.658220120,5.93,62,60,1.03,8.53,Clear,0
2024-02-25,R016,S0038,2024-02-25 20:56:00,2024-02-25 20:51:00.000000000,-5.0,27,80,0.34,8.49,Rain,0
2024-04-01,R030,S0232,2024-04-01 09:35:00,2024-04-01 09:30:00.000000000,-5.0,14,70,0.2,5.62,Clear,0
2024-04-10,R025,S0168,2024-04-10 10:09:00,2024-04-10 10:16:27.794067540,7.46,27,60,0.45,5.63,Clear,0
2024-04-03,R040,S0285,2024-04-03 03:30:00,2024-04-03 03:33:47.564205900,3.79,15,50,0.3,9.57,Clear,0
2024-02-14,R011,S0103,2024-02-14 08:43:00,2024-02-14 08:46:14.711900220,3.25,23,60,0.38,5.52,Rain,0
2024-01-29,R007,S0145,2024-01-29 09:24:00,2024-01-29 09:19:00.000000000,-5.0,33,50,0.66,4.42,Clear,0
2024-01-14,R026,S0366,2024-01-14 15:42:00,2024-01-14 15:37:00.000000000,-5.0,43,60,0.72,7.94,Clear,0
2024-01-08,R022,S0153,2024-01-08 16:02:00,2024-01-08 15:57:00.000000000,-5.0,50,70,0.71,10.55,Clear,0
2024-02-15,R025,S0422,2024-02-15 04:03:00,2024-02-15 03:58:11.895205200,-4.8,30,50,0.6,11.75,Clear,0
2024-01-27,R019,S0319,2024-01-27 16:38:00,2024-01-27 16:33:00.000000000,-5.0,69,60,1.15,3.62,Clear,0
2024-03-10,R031,S0485,2024-03-10 11:25:00,2024-03-10 11:36:59.621486640,11.99,67,60,1.12,9.05,Clear,0
2024-01-07,R026,S0083,2024-01-07 15:05:00,2024-01-07 15:11:44.314785480,6.74,49,50,0.98,5.16,Storm,0
2024-01-26,R042,S0533,2024-01-26 07:16:00,2024-01-26 07:29:32.722511340,13.55,33,50,0.66,9.12,Clear,0
2024-02-11,R041,S0288,2024-02-11 17:07:00,2024-02-11 17:25:24.193744260,18.4,75,50,1.5,1.44,Clear,0
2024-01-30,R036,S0489,2024-01-30 07:42:00,2024-01-30 07:49:23.747641680,7.4,70,50,1.4,6.66,Clear,0
2024-03-21,R023,S0268,2024-03-21 21:35:00,2024-03-21 21:32:10.034514480,-2.83,25,70,0.36,11.64,Fog,0
2024-01-06,R047,S0079,2024-01-06 20:39:00,2024-01-06 20:51:59.469350460,12.99,7,50,0.14,8.02,Rain,0
2024-03-07,R013,S0376,2024-03-07 12:49:00,2024-03-07 12:44:00.000000000,-5.0,12,80,0.15,8.21,Clear,0
2024-03-23,R025,S0597,2024-03-23 02:27:00,2024-03-23 02:26:27.533940420,-0.54,24,70,0.34,2.61,Clear,0
2024-03-23,R002,S0592,2024-03-23 08:41:00,2024-03-23 08:43:44.455195560,2.74,12,60,0.2,2.26,Storm,0
2024-02-23,R002,S0151,2024-02-23 08:20:00,2024-02-23 08:26:52.884371400,6.88,79,60,1.32,9.91,Clear,0
2024-03-28,R016,S0015,2024-03-28 06:09:00,2024-03-28 06:25:50.845982760,16.85,37,70,0.53,4.33,Fog,0
2024-04-01,R009,S0101,2024-04-01 09:37:00,2024-04-01 09:33:11.954437020,-3.8,65,70,0.93,10.35,Clear,0
2024-02-04,R028,S0388,2024-02-04 10:57:00,2024-02-04 10:52:00.000000000,-5.0,34,60,0.57,1.44,Rain,0
2024-02-04,R013,S0035,2024-02-04 05:05:00,2024-02-04 05:25:21.943636980,20.37,40,80,0.5,3.99,Rain,0
2024-01-05,R035,S0351,2024-01-05 13:15:00,2024-01-05 13:30:05.839710960,15.1,61,50,1.22,9.79,Clear,0
2024-04-11,R041,S0283,2024-04-11 21:40:00,2024-04-11 22:15:03.341396100,35.06,36,60,0.6,11.9,Clear,0
2024-01-06,R013,S0525,2024-01-06 12:44:00,2024-01-06 12:39:00.000000000,-5.0,12,50,0.24,0.67,Clear,0
2024-04-28,R031,S0165,2024-04-28 10:12:00,2024-04-28 10:18:31.688521380,6.53,10,80,0.12,6.47,Clear,0
2024-04-02,R021,S0428,2024-04-02 17:53:00,2024-04-02 17:48:00.000000000,-5.0,77,50,1.54,11.01,Rain,0
2024-01-23,R032,S0258,2024-01-23 02:15:00,2024-01-23 02:36:27.178514700,21.45,66,70,0.94,6.6,Clear,0
2024-04-18,R034,S0443,2024-04-18 18:54:00,2024-04-18 18:49:00.000000000,-5.0,15,80,0.19,4.56,Clear,0
2024-02-28,R008,S0120,2024-02-28 07:05:00,2024-02-28 07:00:26.729945940,-4.55,44,60,0.73,9.69,Clear,0
2024-02-20,R041,S0069,2024-02-20 04:28:00,2024-02-20 04:35:57.541651860,7.96,76,50,1.52,10.93,Rain,0
2024-03-02,R048,S0274,2024-03-02 17:09:00,2024-03-02 17:15:23.277287880,6.39,41,70,0.59,5.79,Clear,0
2024-04-10,R002,S0560,2024-04-10 00:34:00,2024-04-10 00:38:37.500215940,4.63,23,80,0.29,1.29,Clear,0
2024-02-01,R038,S0322,2024-02-01 10:24:00,2024-02-01 10:33:31.052071860,9.52,33,50,0.66,4.49,Clear,0
2024-01-01,R032,S0362,2024-01-01 06:27:00,2024-01-01 06:42:31.953953340,15.53,30,80,0.38,2.54,Clear,0
2024-02-18,R040,S0570,2024-02-18 16:25:00,2024-02-18 16:34:16.672712939,9.28,30,80,0.38,7.86,Clear,0
2024-04-07,R028,S0590,2024-04-07 14:56:00,2024-04-07 14:56:57.440320140,0.96,64,80,0.8,6.2,Clear,0
2024-04-17,R037,S0499,2024-04-17 01:29:00,2024-04-17 01:25:40.897453860,-3.32,23,60,0.38,7.59,Rain,0
2024-01-28,R041,S0204,2024-01-28 00:32:00,2024-01-28 00:40:00.228520620,8.0,28,50,0.56,5.07,Clear,0
2024-04-23,R001,S0506,2024-04-23 10:05:00,2024-04-23 10:14:29.992518900,9.5,6,80,0.08,6.27,Clear,0
2024-03-11,R041,S0109,2024-03-11 10:13:00,2024-03-11 10:24:02.483173560,11.04,76,80,0.95,3.84,Clear,0
2024-02-06,R010,S0265,2024-02-06 20:11:00,2024-02-06 20:12:58.838626860,1.98,78,70,1.11,3.82,Clear,0
2024-01-29,R004,S0388,2024-01-29 05:22:00,2024-01-29 05:17:00.000000000,-5.0,6,50,0.12,2.78,Clear,0
2024-01-19,R035,S0416,2024-01-19 00:19:00,2024-01-19 00:30:15.233439540,11.25,73,50,1.46,3.94,Fog,0
2024-04-21,R010,S0568,2024-04-21 01:41:00,2024-04-21 01:40:51.261315300,-0.15,60,60,1.0,2.22,Rain,0
2024-04-28,R047,S0312,2024-04-28 11:51:00,2024-04-28 11:57:31.468654680,6.52,62,70,0.89,2.89,Clear,0
2024-04-17,R011,S0252,2024-04-17 11:00:00,2024-04-17 11:05:41.948060100,5.7,38,60,0.63,8.29,Fog,0
2024-01-19,R014,S0584,2024-01-19 15:43:00,2024-01-19 15:38:00.000000000,-5.0,6,70,0.09,6.2,Clear,0
2024-02-20,R038,S0388,2024-02-20 15:00:00,2024-02-20 15:04:44.621910300,26.72,21,80,0.26,1.88,Rain,1
2024-03-24,R012,S0203,2024-03-24 10:06:00,2024-03-24 10:14:23.498887080,8.39,76,60,1.27,8.02,Clear,0
2024-04-26,R045,S0110,2024-04-26 05:53:00,2024-04-26 06:06:05.556985080,43.1,62,60,1.03,9.37,Clear,1
2024-01-15,R017,S0082,2024-01-15 14:27:00,2024-01-15 14:22:00.000000000,-5.0,47,50,0.94,10.66,Fog,0
2024-01-24,R016,S0596,2024-01-24 09:48:00,2024-01-24 09:43:00.000000000,-5.0,9,60,0.15,10.76,Rain,0
2024-04-14,R035,S0193,2024-04-14 17:51:00,2024-04-14 17:50:19.211664840,-0.68,31,60,0.52,10.13,Rain,0
2024-03-01,R002,S0139,2024-03-01 21:31:00,2024-03-01 21:32:51.410006340,1.86,17,80,0.21,7.15,Clear,0
2024-02-22,R011,S0221,2024-02-22 02:19:00,2024-02-22 02:14:00.000000000,-5.0,13,50,0.26,11.49,Clear,0
2024-03-12,R041,S0189,2024-03-12 19:07:00,2024-03-12 19:05:29.232823680,-1.51,66,60,1.1,8.43,Clear,0
2024-04-24,R003,S0340,2024-04-24 03:44:00,2024-04-24 03:39:00.000000000,-5.0,58,70,0.83,8.97,Fog,0
2024-02-28,R029,S0478,2024-02-28 21:02:00,2024-02-28 20:57:00.000000000,-5.0,66,70,0.94,11.75,Rain,0
2024-01-07,R018,S0422,2024-01-07 02:32:00,2024-01-07 02:37:26.744981940,5.45,43,70,0.61,1.64,Rain,0
2024-03-23,R020,S0197,2024-03-23 10:26:00,2024-03-23 10:25:18.732831180,-0.69,41,60,0.68,11.46,Rain,0
2024-04-01,R047,S0586,2024-04-01 19:47:00,2024-04-01 19:42:00.000000000,32.83,64,50,1.28,2.94,Clear,1
2024-03-16,R014,S0198,2024-03-16 20:41:00,2024-03-16 20:53:38.653593900,12.64,68,70,0.97,9.7,Rain,0
2024-03-30,R034,S0324,2024-03-30 11:45:00,2024-03-30 11:42:20.067706380,-2.67,24,50,0.48,4.46,Clear,0
2024-04-08,R049,S0260,2024-04-08 05:58:00,2024-04-08 06:16:31.008941280,18.52,29,50,0.58,5.88,Rain,0
2024-03-08,R031,S0199,2024-03-08 13:51:00,2024-03-08 13:46:00.000000000,-5.0,78,50,1.56,7.05,Clear,0
2024-02-03,R040,S0137,2024-02-03 12:37:00,2024-02-03 12:48:25.418295720,11.42,62,70,0.89,9.48,Clear,0
2024-01-07,R042,S0346,2024-01-07 11:53:00,2024-01-07 11:57:37.708423140,4.63,36,60,0.6,5.54,Clear,0
2024-02-23,R018,S0500,2024-02-23 02:48:00,2024-02-23 02:49:56.050753140,35.62,7,80,0.09,1.41,Rain,1
2024-03-31,R030,S0175,2024-03-31 01:59:00,2024-03-31 02:01:38.497089600,2.64,35,70,0.5,10.31,Rain,0
2024-03-07,R025,S0489,2024-03-07 08:59:00,2024-03-07 09:03:31.764608219,41.59,35,80,0.44,0.71,Rain,1
2024-04-06,R019,S0469,2024-04-06 00:43:00,2024-04-06 00:49:28.713372660,6.48,8,70,0.11,11.71,Clear,0
2024-01-12,R008,S0316,2024-01-12 10:00:00,2024-01-12 10:17:44.734809060,17.75,64,60,1.07,11.12,Clear,0
2024-02-27,R028,S0380,2024-02-27 14:31:00,2024-02-27 14:34:29.208777240,3.49,75,70,1.07,11.98,Rain,0
2024-03-23,R008,S0442,2024-03-23 14:50:00,2024-03-23 15:07:10.431840900,17.17,7,70,0.1,1.9,Storm,0
2024-02-21,R031,S0133,2024-02-21 02:49:00,2024-02-21 02:50:51.581950680,1.86,13,80,0.16,8.37,Rain,0
2024-03-21,R003,S0027,2024-03-21 10:25:00,2024-03-21 10:30:47.739692880,20.04,33,70,0.47,2.97,Clear,1
2024-02-25,R003,S0257,2024-02-25 01:53:00,2024-02-25 01:55:39.117265920,20.11,61,70,0.87,6.5,Rain,1
2024-03-22,R044,S0563,2024-03-22 20:22:00,2024-03-22 20:17:00.000000000,-5.0,25,80,0.31,10.19,Clear,0
2024-01-03,R022,S0356,2024-01-03 09:35:00,2024-01-03 09:31:57.511129380,-3.04,37,60,0.62,4.91,Clear,0
2024-01-13,R017,S0236,2024-01-13 14:14:00,2024-01-13 14:34:40.419080880,20.67,14,80,0.18,11.77,Rain,0
2024-04-05,R036,S0359,2024-04-05 20:25:00,2024-04-05 20:21:21.640060800,-3.64,31,60,0.52,5.95,Rain,0
2024-03-03,R017,S0271,2024-03-03 04:34:00,2024-03-03 04:46:56.501979240,12.94,36,50,0.72,6.88,Clear,0
2024-01-05,R014,S0549,2024-01-05 01:27:00,2024-01-05 01:22:00.000000000,-5.0,75,50,1.5,3.74,Rain,0
2024-01-25,R009,S0510,2024-01-25 13:43:00,2024-01-25 13:43:57.119221380,0.95,78,50,1.56,9.2,Rain,0
2024-03-26,R030,S0439,2024-03-26 06:09:00,2024-03-26 06:18:16.348091700,9.27,35,50,0.7,1.84,Fog,0
2024-04-24,R021,S0588,2024-04-24 04:12:00,2024-04-24 04:16:24.849897900,4.41,59,70,0.84,11.74,Clear,0
2024-04-24,R012,S0471,2024-04-24 09:29:00,2024-04-24 09:37:41.943996840,8.7,69,60,1.15,1.92,Clear,0
2024-03-12,R037,S0311,2024-03-12 01:40:00,2024-03-12 01:35:00.000000000,-5.0,69,70,0.99,1.52,Clear,0
2024-02-21,R032,S0217,2024-02-21 01:33:00,2024-02-21 01:28:00.000000000,-5.0,23,50,0.46,10.45,Storm,0
2024-03-20,R011,S0312,2024-03-20 16:37:00,2024-03-20 16:35:41.364678540,-1.31,45,60,0.75,3.55,Clear,0
2024-04-05,R020,S0230,2024-04-05 09:41:00,2024-04-05 09:36:00.000000000,-5.0,79,70,1.13,6.68,Clear,0
2024-01-05,R035,S0340,2024-01-05 13:46:00,2024-01-05 13:49:43.082340300,3.72,17,50,0.34,10.19,Rain,0
2024-04-09,R047,S0495,2024-04-09 11:23:00,2024-04-09 11:18:00.000000000,-5.0,18,70,0.26,7.61,Clear,0
2024-02-28,R046,S0164,2024-02-28 05:51:00,2024-02-28 05:52:33.530170860,1.56,58,50,1.16,7.89,Clear,0
2024-01-25,R011,S0116,2024-01-25 05:34:00,2024-01-25 05:58:22.245181080,24.37,28,50,0.56,6.84,Clear,0
2024-03-20,R008,S0071,2024-03-20 16:19:00,2024-03-20 16:20:17.967955860,1.3,7,70,0.1,6.45,Clear,0
2024-03-28,R004,S0053,2024-03-28 10:13:00,2024-03-28 10:08:00.000000000,-5.0,66,70,0.94,8.93,Rain,0
2024-01-14,R027,S0597,2024-01-14 03:03:00,2024-01-14 03:18:02.150621880,15.04,8,70,0.11,10.15,Clear,0
2024-03-17,R044,S0342,2024-03-17 18:35:00,2024-03-17 18:34:01.277050200,-0.98,36,60,0.6,8.39,Clear,0
2024-03-27,R040,S0588,2024-03-27 10:42:00,2024-03-27 10:37:00.000000000,-5.0,53,60,0.88,4.58,Rain,0
2024-02-21,R038,S0332,2024-02-21 04:21:00,2024-02-21 04:23:57.524621400,2.96,37,70,0.53,9.51,Rain,0
2024-01-25,R047,S0079,2024-01-25 12:16:00,2024-01-25 12:15:27.750624960,-0.54,13,80,0.16,11.64,Clear,0
2024-03-31,R030,S0107,2024-03-31 03:54:00,2024-03-31 04:00:08.671994820,6.14,34,70,0.49,0.89,Rain,0
2024-03-12,R044,S0082,2024-03-12 21:05:00,2024-03-12 21:10:13.702486140,5.23,33,50,0.66,1.74,Clear,0
2024-02-25,R048,S0202,2024-02-25 21:35:00,2024-02-25 21:45:06.190735020,10.1,33,50,0.66,4.18,Rain,0
2024-03-22,R048,S0392,2024-03-22 14:05:00,2024-03-22 14:11:30.595075920,6.51,42,50,0.84,11.27,Clear,0
2024-02-06,R027,S0230,2024-02-06 18:19:00,2024-02-06 18:46:36.949642620,27.62,21,60,0.35,11.45,Clear,0
2024-03-10,R021,S0020,2024-03-10 14:03:00,2024-03-10 14:01:06.396891300,-1.89,78,70,1.11,5.62,Clear,0
2024-01-06,R020,S0323,2024-01-06 14:52:00,2024-01-06 14:47:00.000000000,-5.0,19,70,0.27,1.77,Clear,0
2024-01-25,R004,S0468,2024-01-25 01:35:00,2024-01-25 01:30:33.760326060,-4.44,75,50,1.5,10.35,Rain,0
2024-01-20,R011,S0310,2024-01-20 15:05:00,2024-01-20 15:21:13.486788120,16.22,63,50,1.26,6.56,Clear,0
2024-01-23,R013,S0472,2024-01-23 20:15:00,2024-01-23 20:10:00.000000000,-5.0,59,80,0.74,10.03,Clear,0
2024-02-26,R009,S0592,2024-02-26 08:48:00,2024-02-26 09:02:26.324177760,14.44,34,80,0.42,5.5,Clear,0
2024-02-22,R004,S0074,2024-02-22 01:35:00,2024-02-22 02:01:18.440499540,26.31,8,60,0.13,10.03,Clear,0
2024-02-28,R012,S0436,2024-02-28 20:08:00,2024-02-28 20:26:40.345373460,18.67,20,70,0.29,5.09,Rain,0
2024-04-27,R009,S0462,2024-04-27 01:09:00,2024-04-27 01:09:30.432267360,0.51,54,80,0.68,4.15,Clear,0
2024-03-21,R013,S0150,2024-03-21 15:08:00,2024-03-21 15:19:33.186629279,11.55,21,70,0.3,6.92,Clear,0
2024-04-05,R048,S0315,2024-04-05 18:02:00,2024-04-05 18:15:46.588436160,13.78,76,50,1.52,2.43,Clear,0
2024-03-01,R026,S0250,2024-03-01 10:17:00,2024-03-01 10:17:36.343743240,0.61,66,70,0.94,11.67,Clear,0
2024-02-24,R038,S0274,2024-02-24 15:42:00,2024-02-24 15:37:00.000000000,-5.0,65,70,0.93,9.13,Fog,0
2024-03-20,R042,S0482,2024-03-20 05:57:00,2024-03-20 06:01:17.241935760,4.29,63,50,1.26,11.59,Clear,0
2024-04-10,R013,S0082,2024-04-10 21:59:00,2024-04-10 22:12:47.505630240,13.79,53,50,1.06,11.23,Fog,0
2024-01-20,R039,S0232,2024-01-20 15:22:00,2024-01-20 15:40:15.582828480,18.26,53,70,0.76,6.05,Rain,0
2024-01-03,R028,S0031,2024-01-03 17:13:00,2024-01-03 17:18:54.990036600,5.92,42,80,0.52,1.75,Rain,0
2024-03-05,R019,S0084,2024-03-05 17:16:00,2024-03-05 17:18:50.933381160,35.1,11,70,0.16,8.08,Rain,1
2024-02-06,R024,S0042,2024-02-06 17:59:00,2024-02-06 18:02:46.003682340,3.77,52,60,0.87,11.22,Clear,0
2024-02-04,R019,S0251,2024-02-04 17:42:00,2024-02-04 18:06:09.014545500,24.15,49,50,0.98,2.02,Clear,0
2024-04-29,R049,S0510,2024-04-29 00:45:00,2024-04-29 00:51:51.920211000,6.87,23,60,0.38,4.82,Clear,0
2024-01-16,R013,S0387,2024-01-16 04:40:00,2024-01-16 04:52:08.550396960,12.14,16,70,0.23,5.17,Clear,0
2024-04-21,R013,S0597,2024-04-21 09:58:00,2024-04-21 10:14:32.948267460,16.55,5,70,0.07,2.02,Rain,0
2024-01-04,R028,S0266,2024-01-04 19:43:00,2024-01-04 19:45:24.592002360,2.41,54,60,0.9,4.9,Clear,0
2024-01-03,R002,S0583,2024-01-03 14:52:00,2024-01-03 14:50:34.058879280,-1.43,63,70,0.9,6.77,Rain,0
2024-04-17,R010,S0022,2024-04-17 01:17:00,2024-04-17 01:23:53.188750740,6.89,74,70,1.06,0.88,Rain,0
2024-01-17,R022,S0407,2024-01-17 10:00:00,2024-01-17 09:57:15.788506680,-2.74,39,60,0.65,8.32,Clear,0
2024-02-13,R013,S0076,2024-02-13 11:55:00,2024-02-13 11:54:54.634322880,-0.09,51,60,0.85,5.22,Rain,0
2024-03-03,R009,S0487,2024-03-03 17:24:00,2024-03-03 17:19:00.000000000,12.74,77,80,0.96,6.22,Clear,1
2024-04-15,R033,S0351,2024-04-15 18:26:00,2024-04-15 18:41:12.545738520,15.21,19,60,0.32,5.22,Rain,0
2024-04-07,R014,S0240,2024-04-07 20:29:00,2024-04-07 20:25:07.905226200,-3.87,38,50,0.76,7.14,Clear,0
2024-02-11,R048,S0051,2024-02-11 04:27:00,2024-02-11 04:44:13.288364040,17.22,5,60,0.08,2.92,Clear,0
2024-04-07,R020,S0476,2024-04-07 11:05:00,2024-04-07 11:00:26.022184741,-4.57,48,60,0.8,11.21,Clear,0
2024-01-17,R015,S0595,2024-01-17 09:21:00,2024-01-17 09:16:00.000000000,-5.0,47,80,0.59,1.48,Clear,0
2024-01-24,R032,S0525,2024-01-24 14:54:00,2024-01-24 14:49:00.000000000,-5.0,35,80,0.44,0.66,Clear,0
2024-02-06,R033,S0157,2024-02-06 12:02:00,2024-02-06 11:57:00.000000000,-5.0,57,70,0.81,5.0,Rain,0
2024-01-02,R017,S0199,2024-01-02 19:43:00,2024-01-02 20:03:32.888869260,20.55,29,50,0.58,4.89,Clear,0
2024-04-29,R024,S0431,2024-04-29 16:17:00,2024-04-29 16:29:43.527795420,12.73,58,70,0.83,10.61,Clear,0
2024-01-14,R030,S0118,2024-01-14 10:46:00,2024-01-14 10:52:41.003985300,6.68,61,60,1.02,0.8,Rain,0
2024-01-10,R013,S0075,2024-01-10 12:52:00,2024-01-10 13:10:51.172895580,18.85,47,80,0.59,3.86,Clear,0
2024-01-15,R047,S0367,2024-01-15 17:21:00,2024-01-15 17:16:53.169108600,-4.11,69,60,1.15,11.42,Clear,0
2024-02-06,R048,S0178,2024-02-06 10:33:00,2024-02-06 10:28:00.000000000,-5.0,20,50,0.4,4.13,Clear,0
2024-02-27,R016,S0108,2024-02-27 04:19:00,2024-02-27 04:25:31.975256700,6.53,78,70,1.11,11.45,Clear,0
2024-02-15,R002,S0479,2024-02-15 16:19:00,2024-02-15 16:18:26.590060440,-0.56,52,50,1.04,2.39,Clear,0
2024-02-22,R017,S0093,2024-02-22 08:29:00,2024-02-22 08:46:23.423983320,17.39,64,50,1.28,3.82,Rain,0
2024-03-22,R032,S0100,2024-03-22 06:47:00,2024-03-22 07:22:48.069242640,35.8,12,80,0.15,5.91,Clear,0
2024-02-25,R043,S0181,2024-02-25 11:57:00,2024-02-25 12:13:00.038267280,16.0,56,50,1.12,1.35,Clear,0
2024-04-18,R008,S0096,2024-04-18 06:06:00,2024-04-18 06:14:13.449031740,8.22,6,50,0.12,2.7,Fog,0
2024-01-13,R003,S0232,2024-01-13 04:02:00,2024-01-13 04:07:33.655343760,5.56,79,70,1.13,7.99,Rain,0
2024-02-04,R012,S0251,2024-02-04 03:10:00,2024-02-04 03:31:36.998412900,21.62,22,70,0.31,5.15,Clear,0
2024-02-05,R020,S0579,2024-02-05 06:38:00,2024-02-05 06:43:46.874324460,39.39,77,50,1.54,1.19,Rain,1
2024-04-10,R016,S0019,2024-04-10 15:03:00,2024-04-10 15:13:44.059437480,10.73,67,60,1.12,6.53,Clear,0
2024-03-14,R014,S0287,2024-03-14 15:17:00,2024-03-14 15:12:01.137771780,16.25,42,80,0.52,6.75,Clear,1
2024-04-02,R016,S0207,2024-04-02 02:22:00,2024-04-02 02:21:56.354843520,-0.06,34,50,0.68,5.51,Clear,0
